nama_kue,deskripsi,sejarah_kue,cara_pembuatan,daerah_kue,gambar,link_sumber
Kue lidah kucing,"Kue lidah kucing adalah sejenis kue kering yang memiliki bentuk yang mirip seperti lidah kucing (panjang dan tipis) yang berasal dari Belanda. Kue lidah kucing memiliki rasa yang enak, gurih dan renyah. Kue ini masuk ke Indonesia dari Belanda seiring dengan kolonialisasi Belanda. Dalam bahasa Belanda, kue ini dinamakan Kattentongen. Kue lidah kucing di Indonesia sudah dikenal secara luas dan disukai di seluruh nusantara. Kue kering ini menjadi sajian khas di musim perayaan hari raya seperti Idul Fitri, Natal dan tahun baru Imlek.",Kue Lidah Kucing atau katte tong berasal dari Belanda dan dibawa ke Indonesia pada masa kolonial. Nama ini berasal dari bentuknya yang panjang tipis menyerupai lidah kucing. Kue ini populer di kalangan masyarakat Indo-Belanda dan kini menjadi salah satu kue kering khas Lebaran di Indonesia.,"Bahan terdiri dari tepung terigu, mentega, gula halus, dan putih telur. Adonan disemprot tipis ke loyang lalu dipanggang hingga renyah. Kue ini memiliki tekstur ringan, kering, dan rasa manis lembut.",Seluruh Indonesia (pengaruh Belanda),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Kue_Lidah_Kucing_3.jpg/500px-Kue_Lidah_Kucing_3.jpg,https://id.wikipedia.org/wiki/Kue_lidah_kucing
Kue lumpur,"Kue lumpur adalah makanan ringan dengan bahan utama santan, kentang, tepung terigu, dan telur. Sebagai pewangi digunakan vanila dan sering kali diberi hiasan kismis dan kelapa muda iris di permukaannya. Kue ini tergolong kue basah sehingga tidak tahan disimpan lama. Macam-macam kue lumpur dapat ditemukan berdasarkan bahan yang ditambahkan pada saat pembuata. Di antara variasi kue lumpur yaitu : kue lumpur kentang, kue lumpur keju, kue lumpur kacang hijau, kue lumpur pisang, kue lumpur singkong, kue lumpur labu isi sayuran, kue lumpur jagung isi sayuran, kue lumpur palma, kue lumpur jagung nata de coco, kue lumpur ubi isi ragout, kue lumpur nangka, kue lumpur sukun, kue lumpur ubi, kue lumpur singkong isi kornet, kue lumpur sari laut dan kue lumpur tepung beras. Proses pembuatan kue lumpur sebenarnya cukup mudah dan bisa dilakukan di rumah. Yang terpenting adalah memperhatikan takaran bahan dan teknik pengolahannya agar tekstur kue tetap lembut dan rasanya tetap nikmat.","Kue Lumpur berasal dari Surabaya dan dipercaya telah ada sejak masa kolonial Belanda. Nama lumpur diambil dari teksturnya yang lembut seperti lumpur basah. Kue ini mencerminkan perpaduan kuliner Eropa dan Jawa yang harmonis, menggunakan bahan modern seperti susu dan margarin tetapi tetap mempertahankan rasa manis khas Nusantara.","Adonan dibuat dari campuran kentang rebus, tepung terigu, telur, santan, gula, dan vanili. Setelah diaduk rata, adonan dituangkan ke cetakan bundar dan dipanggang hingga setengah kering. Bagian atasnya diberi kismis. Rasanya lembut, gurih, dan manis ringan.",Jawa Timur,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Kue_Lumpur.jpg/500px-Kue_Lumpur.jpg,https://id.wikipedia.org/wiki/Kue_lumpur
Kue Lupis,"Lupis merupakan makanan khas Indonesia terutama daerah Yogyakarta. Ada dua bentuk lupis yang umum ditemui, yakni berbentuk segitiga atau bulat memanjang seperti lontong. Lupis terbuat dari beras ketan yang dimasak, lalu dibungkus dengan daun pisang.","Kue Lupis merupakan jajanan tradisional Jawa yang dipercaya sudah ada sejak masa kerajaan Mataram. Kue ini biasa disajikan pada acara adat seperti kenduri atau selamatan panen. Dalam budaya Jawa, lupis melambangkan persaudaraan dan kesatuan karena bentuknya yang saling menempel ketika dikukus.","Beras ketan dibungkus daun pisang berbentuk segitiga, lalu dikukus hingga matang. Kue disajikan dengan parutan kelapa dan sirup gula merah. Rasanya manis gurih dan kenyal.",Indonesia terutama daerah Yogyakarta,https://drive.google.com/uc?export=view&id=1corPx2f08ruzAnhrRARbJyPx2SkP1cyc,https://id.wikipedia.org/wiki/Lupis_(makanan)
Kue maksuba,Kue maksuba adalah salah satu kudapan khas Sumatera Selatan dan tergolong sebagai jenis kue lapis. Kue maksuba termasuk ke dalam kue basah dan memiliki rasa manis juga gurih. Memilki ciri khas berwarna kekuningan dan garis-garis kehitaman di tengahnya yang nampak seperti kue lapis.,"Kue Maksuba merupakan kue klasik warisan Kesultanan Palembang. Dulu, hanya kalangan bangsawan yang dapat menikmati karena bahannya menggunakan banyak telur bebek dan mentega. Kue ini sering disajikan pada acara penting seperti pernikahan dan hari raya. Nama maksuba berasal dari kata Arab maksubah yang berarti berlapis.","Campuran telur, mentega, gula, dan susu kental manis dikocok rata, lalu dipanggang sedikit demi sedikit secara berlapis. Setiap lapisan dimasak hingga berwarna keemasan sebelum lapisan berikutnya dituangkan. Kue ini padat, lembut, dan manis gurih.",Sumatera Selatan,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Kue_maksuba.JPG/500px-Kue_maksuba.JPG,https://id.wikipedia.org/wiki/Kue_maksuba
Manco,Manco adalah salah satu kue kering atau camilan yang dikenal di Indonesia. Kue manco memiliki tekstur yang sangat renyah di luar serta kopong dan keropos di dalam. Kue manco umumnya dilapisi gula dan wijen di bagian luar. Kue manco yang terasa manis ini dapat ditemui salah satunya di Trenggalek dan Madiun.,Kue manco ditengarai diperkenalkan oleh orang-orang Tionghoa di Indonesia dan sering disajikan ketika acara lamaran.,"Ketan disangrai hingga mekar, kemudian dicampur dengan karamel gula merah cair dan dibentuk memanjang. Setelah mengeras, potongan manco memiliki tekstur renyah dan rasa manis gurih.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sepiring_muaco.jpg/500px-Sepiring_muaco.jpg,https://id.wikipedia.org/wiki/Manco
Kue mangkuk,"Kue mangkuk adalah penganan yang terbuat dari tepung beras, tepung terigu dan tapai singkong yang dimasak dengan cara dikukus dan berbentuk seperti mangkuk dan mekar pada ujungnya. Kue mangkuk merupakan salah satu kue basah yang populer di Indonesia. Kue yang biasa dijual di pasar tradisional ini diperkenalkan oleh imigran dari Tiongkok Selatan, yang kemudian mengalami indigenisasi. Kue asli dari Tiongkok tersebut dinamakan huat kue (bahasa Mandarin: fa gao). Bahan utamanya adalah tepung beras yang dicampur sedikit tepung terigu. tapai singkong dan gula juga ditambahkan sebagai penyedap. Adonan ini, setelah diberi pengembang kue (seperti bubuk pengembang), kemudian dikukus. Kehadiran kue mangkuk biasanya ada pada pesta ulang tahun atau pertemuan warga. Hiasan sesajian di Bali juga kadang-kadang memakai kue mangkuk, di mana kue mangkuk dikenal dengan nama kue kuskus. Kue ini menarik secara visual karena biasanya berwarna warni cerah, setelah diberi pewarna makanan (sepuhan).","Kue Mangkuk atau sering disebut kue mangkok mekar, merupakan simbol kebahagiaan dan kemakmuran. Dalam budaya Tionghoa, kue ini dianggap membawa keberuntungan karena bentuknya yang merekah seperti bunga. Kue ini juga populer di Jawa dengan pengaruh kuliner Cina dan India.","Tepung beras, ragi tape, santan, dan gula dicampur lalu didiamkan hingga mengembang. Adonan dikukus dalam cetakan kecil hingga mekar. Teksturnya lembut, manis, dan wangi pandan.",Jawa dan Sumatera,https://upload.wikimedia.org/wikipedia/id/thumb/a/a9/Kuemangkok.jpg/500px-Kuemangkok.jpg,https://id.wikipedia.org/wiki/Kue_mangkuk
Kue mangkuk ubi,"Kue mangkuk ubi adalah penganan yang terbuat dari tepung beras, tepung terigu dan tapai singkong yang dimasak dengan cara dikukus, berbentuk seperti mangkuk dan mekar pada ujungnya. Kue mangkuk ubi merupakan salah satu kue basah yang populer di Indonesia. Kue mangkuk ubi ini wujudnya seperti kue mangkuk pada umumnya, dan yang membedakan adalah terbuat dari ubi ungu.",Kue Mangkuk Ubi adalah variasi dari kue mangkuk yang menggunakan ubi sebagai bahan utama. Kue ini menjadi jajanan tradisional Banjar dan sering dihidangkan pada sore hari.,"Ubi jalar direbus dan dihaluskan, lalu dicampur dengan tepung beras, santan, dan gula pasir. Adonan dikukus hingga mekar. Rasanya manis lembut dengan aroma khas ubi.",Kalimantan Selatan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/KUE_MANGKUK_TELO.JPG/500px-KUE_MANGKUK_TELO.JPG,https://id.wikipedia.org/wiki/Kue_mangkuk_ubi
Mari wijen,"Mari wijen atau marie wijen adalah salah satu camilan manis yang ada di Indonesia. Jajanan ini sering kali digolongkan sebagai camilan jadul atau zaman dahulu dan cukup sulit untuk menemukan penjualnya di masa sekarang. Sesuai dengan namanya, mari wijen dibuat dengan bahan utama biskuit mari, gula karamel, dan wijen. Mari wijen merupakan salah satu pilihan kue yang lazim disajikan ketika Lebaran.",Mari Wijen merupakan jajanan khas Medan yang mendapat pengaruh kuat dari kuliner Tionghoa. Nama mari berasal dari biskuit Marie yang diadaptasi dengan tambahan wijen untuk cita rasa lokal. Kue ini sering dijadikan hidangan lebaran atau camilan sore.,"Tepung terigu, mentega, gula halus, dan wijen diaduk hingga menjadi adonan padat. Dibentuk bulat pipih lalu dipanggang hingga matang. Kue ini renyah dan wangi wijen.",Sumatera Utara,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Marie_wijen_di_Probolinggo.png/500px-Marie_wijen_di_Probolinggo.png,https://id.wikipedia.org/wiki/Mari_wijen
Mendut (makanan),"Mendut (mndut) adalah penganan, dibuat dari adonan tepung ketan dan santan, dibentuk bola-bola kecil, diisi dengan unti kemudian dibungkus daun pisang dan dikukus. Tekstur kue mendut terasa kenyal, mirip dengan klepon karena sama-sama terbuat dari tepung ketan. Namun sedikit berbeda dengan klepon, klepon hanya berisi gula merah dan parutan kelapa di bagian luar, sedangkan kue mendut memiliki isian kelapa dan gula di dalamnya, kemudian dibungkus dengan daun pisang berbentuk prisma segi empat. Mendut merupakan salah satu jajanan tradisional khas masyarakat Jawa yang berasal dari Kabupaten Temanggung, Jawa Tengah. Penganan ini biasanya banyak dijumpai di piring saji saat melangsungkan upacara adat Jawa. Seperti, lamaran, pernikahan dlsb. Selain itu, dapat juga ditemukan di pasar tradisional yang ada di Jawa Tengah, Daerah Istimewa Yogyakarta, dan Jawa Timur.",Mendut merupakan kue tradisional yang berasal dari zaman kerajaan Mataram. Kue ini sering disajikan dalam upacara adat dan perayaan hari besar. Mendut dikenal karena tampilannya yang dibungkus daun pisang dengan isian manis.,"Tepung ketan dicampur air pandan hingga kalis, lalu diisi dengan kelapa parut dan gula merah. Setelah dibungkus daun pisang, kue dikukus hingga matang. Teksturnya lembut dan isinya legit manis.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Mendut_%EA%A6%A9%EA%A6%BC%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%B8%EA%A6%A0%EA%A7%80.jpg/500px-Mendut_%EA%A6%A9%EA%A6%BC%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%B8%EA%A6%A0%EA%A7%80.jpg,https://id.wikipedia.org/wiki/Mendut_(makanan)
Meniran (makanan),"Meniran (mniran) adalah penganan yang dibuat dari adonan beras menir dan santan, diberi daun pandan dan garam, dibungkus dengan daun pisang dan dikukus. Meniran merupakan penganan khas upacara pernikahan adat Jawa, selain wajik, mendut, carabikang, nagasari, dodol, sengkulun dlsb.","Kue Meniran merupakan jajanan tradisional yang populer di desa-desa Jawa Timur. Kue ini dinamai demikian karena bentuknya kecil memanjang menyerupai tanaman meniran. Dulu, kue ini menjadi camilan favorit anak-anak.","Tepung beras, santan, dan gula merah diaduk hingga kental lalu digoreng dengan bentuk kecil memanjang. Rasanya manis gurih dan teksturnya renyah.",Jawa Timur,https://drive.google.com/uc?export=view&id=1S3hLIsawYzgsVa2vSZKTWTODt1U8jYFU,https://id.wikipedia.org/wiki/Meniran_(makanan)
Kue Mentu,"Kue Mentu adalah salah satu kue tradisional khas Palembang yang mulai jarang ditemui. Kue ini memiliki bentuk yang mirip dengan kue talam dan dibungkus dengan daun pisang. Terbuat dari tepung beras dan santan, kue mentu biasanya diisi dengan abon ikan gabus, memberikan rasa asin dan gurih.","Kue ini termasuk jajanan yang sudah jarang ditemukan. Dalam budaya Palembang, mentu dianggap sebagai simbol kesopanan dan kelembutan.","Bahan utama kue mentu meliputi tepung beras dan santan, yang menghasilkan tekstur lembut pada kue. Isian tradisionalnya adalah abon ikan gabus, namun terdapat juga variasi isian lain seperti daging cincang atau udang yang ditumis dengan bumbu seperti bawang putih dan jintan. Kue ini dibungkus dengan daun pisang sebelum dikukus, memberikan aroma khas dan cita rasa yang lezat.",Palembang,https://drive.google.com/uc?export=view&id=1sHV98bgxz5JULhzz7S5Pb_4d7z2qvZc6,https://id.wikipedia.org/wiki/Kue_Mentu
Modak,"Modak (bahasa Marathi: ???) atau Modakam (Sanskerta: ????code: sa is deprecated ), Modaka dalam bahasa Kannada, juga mengacu pada Ko?ukattai (bahasa Tamil: ??????), dan Kozhukkatta (bahasa Malayalam: ??????) merupakan salah satu hidangan manis India berbentuk pangsit yang populer di banyak negara bagian dan budaya India. Menurut kepercayaan Hindu dan Buddha, hidangan ini merupakan salah satu hidangan favorit Ganesha dan Buddha sehingga membuatnya dijadikan persembahan dalam upacara keagamaan. Isian manis dalam modaka terbuat dari kelapa parut segar dan sarkara, sedangkan kulit pangsitnya terbuat dari tepung beras atau tepung terigu yang dicampur khowa (pdatan susu) atau tepung maida. Terdapat dua jenis penyajian Modaka yaitu digoreng dan dikukus. Versi Modaka kukus disebut Ukadiche Modakam dan disajikan panas dengan minyak samin.","Menurut sejarawan kuliner Darra Goldstein, Modaka merupakan kudapan manis kuno yang ditemukan sekitar 200SM. Penyebutan awal Modaka ditemukan di Ayurveda, Ramayana yang digambarkan sebagai pangsit dengan isian manis. Dalam sastra Sangam menyebutkan Modaka sebagai pangsit beras yang dijual oleh pedagang kaki lima di kota kuno Madurai. Pada buku Manasollasa (Sanskerta: ??????code: sa is deprecated ) yang ditulis pada abad pertengahan menyebut Modaka sebagai Varsopalagolakas karena terlihat seperti hujan es digambarkan sebagai kudapandari tepung beras dengan isian manis dengan rempah-rempah aromatik seperti kapulaga dan kapur barus. Modaka goreng terbuat dari tepung goreng sementara modak kukus terbuat dari tepung beras. Dalam konteks Hindu, dijelaskan bahwa kata Modaka berasal dari kata Moda dan Pramoda yang berarti sukacita, kebahagiaan, dan kebahagiaan sehingga dijadikan sebagai hadiah oleh Ganesha, dewa keberuntungan kepada para penyembahnya. Bentuk Modaka sendiri juga dikatakan mewakili sekantong uang yang mewakili kekayaan dan semua kenikmatan manis yang merupakan kekayaan bagi manusia. Dalam konteks Tantra, bentuk Modaka terlihat melambangkan segitiga menghadap ke atas yang dalam seni Tantra mewakili Siwa, yang mewakili realistas spiritual. Berbeda dengan segitiga menghadap ke bawah yang mewakili Shakti sebagai realitas material.",Tepung beras dibentuk menjadi kulit tipis dan diisi dengan campuran kelapa parut dan gula aren. Setelah itu dikukus hingga matang. Teksturnya kenyal dengan isian manis lembut.,Bali dan Lombok,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Ukadiche_Modak_%28Rice%29.jpg/500px-Ukadiche_Modak_%28Rice%29.jpg,https://id.wikipedia.org/wiki/Modak
Nagasari,"Nagasari atau nogosari adalah jenis kue basah tradisional yang sangat populer dan diwariskan dari generasi ke generasi dalam masyarakat Jawa. Umumnya, kue nagasari ini disajikan saat hari besar menurut Kalender Jawa atau acara-acara lainnya. Seperti kenduri dan acara pernikahan. Nagasari adalah jajanan tradisional Jawa yang berasal dari Daerah Istimewa Yogyakarta, terdokumentasi dalam Serat Centini, yang diterbitkan pada abad ke-18 M.",Nagasari merupakan kue tradisional Jawa yang telah dikenal sejak masa Mataram Kuno. Kue ini sering dijadikan sajian dalam selamatan dan acara adat. Nama nagasari dipercaya berasal dari bunga nagasari yang dianggap suci.,"Bahan makanan yang digunakan untuk membuat nagasari yaitu: tepung beras, tepung tapioka, gula pasir, santan, air, pandan dan pisang. Pisang yang biasa digunakan sebagai isi adalah jenis pisang raja. Kue ini biasanya dibalut dengan daun pisang lalu dikukus. Nagasari juga dapat dikukus dengan balutan daun pandan sehingga memunculkan aroma wangi. Paduan antara potongan kecil pisang raja, yang dibalut dengan tekstur adonan yang lembut membuat kue ini punya cita rasa yang khas. Adapun tepung beras yang digunakan untuk membuat Nagasari, akan dikukus terlebih dahulu untuk melunakkan bulirnya dan meningkatkan penyerapan air, sehingga Nagasari akan menjadi lebih padat ketika matang. Selain diisi dengan pisang, juga terdapat isian lain yang ditemukan di pulau Jawa dan Bali, yaitu kacang tolo dan labu.",Jawa Tengah,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Kue_pisang_nagasari_dibuka.JPG/500px-Kue_pisang_nagasari_dibuka.JPG,https://id.wikipedia.org/wiki/Nagasari
